orth11046: Bcur|XP_011197057.1 Bdor|XP_011203026.1 Bole|XP_014088718.1 Ccap|XP_004536939.1
orth10726: Bcur|XP_011196312.1 Bdor|XP_011202217.1 Bole|XP_014085165.1 Ccap|XP_004526561.1
orth6085: Bcur|XP_011185701.1 Bdor|XP_011210527.1 Bole|XP_014101337.1 Ccap|XP_004520973.1
orth6084: Bcur|XP_011185699.1 Bdor|XP_011212889.1 Bole|XP_014097451.1 Ccap|XP_012156738.1
orth6087: Bcur|XP_011185703.1 Bdor|XP_011210536.1 Bole|XP_014092987.1 Ccap|XP_004521738.1
orth6086: Bcur|XP_011185702.1 Bdor|XP_011210529.1 Bole|XP_014092978.1 Ccap|XP_004521914.1
orth6081: Bcur|XP_011185691.1 Bdor|XP_011211412.1 Bole|XP_014088837.1 Ccap|XP_004537282.1
orth6080: Bcur|XP_011185689.1 Bdor|XP_011211300.1 Bole|XP_014088921.1 Ccap|XP_004537161.1
orth6083: Bcur|XP_011185698.1 Bdor|XP_011211303.1 Bole|XP_014088903.1 Ccap|XP_012162041.1
orth6082: Bcur|XP_011185693.1 Bdor|XP_011211301.1 Bole|XP_014088869.1 Ccap|XP_004537160.1
orth6089: Bcur|XP_011185707.1 Bdor|XP_011210535.1 Bole|XP_014092976.1 Ccap|XP_004521737.1
orth6088: Bcur|XP_011185704.1 Bdor|XP_011212884.1 Bole|XP_014097445.1 Ccap|XP_004524485.1
orth6889: Bcur|XP_011187505.1 Bdor|XP_011202868.1 Bole|XP_014087571.1 Ccap|XP_004534991.1
orth6888: Bcur|XP_011187503.1 Bdor|XP_011213621.1 Bole|XP_014095133.1 Ccap|XP_004524855.1
orth6885: Bcur|XP_011187487.1 Bdor|XP_011207593.1 Bole|XP_014097626.1 Ccap|XP_004524799.1
orth6884: Bcur|XP_011187484.1 Bdor|XP_011207604.1 Bole|XP_014097628.1 Ccap|XP_004524803.1
orth6887: Bcur|XP_011187500.1 Bdor|XP_011200514.1 Bole|XP_014098392.1 Ccap|XP_004524797.1
orth6886: Bcur|XP_011187495.1 Bdor|XP_011200517.1 Bole|XP_014100655.1 Ccap|XP_004524798.1
orth6881: Bcur|XP_011187476.1 Bdor|XP_011213619.1 Bole|XP_014095143.1 Ccap|XP_004524805.1
orth6880: Bcur|XP_011187464.1 Bdor|XP_011213614.1 Bole|XP_014095134.1 Ccap|XP_004524810.1
orth6883: Bcur|XP_011187483.1 Bdor|XP_011213938.1 Bole|XP_014099863.1 Ccap|XP_012156904.1
orth6882: Bcur|XP_011187482.1 Bdor|XP_011213616.1 Bole|XP_014095148.1 Ccap|XP_004524804.1
orth3109: Bcur|XP_011178904.1 Bdor|XP_011198159.1 Bole|XP_014092330.1 Ccap|XP_004529605.1
orth3108: Bcur|XP_011178902.1 Bdor|XP_011198157.1 Bole|XP_014092350.1 Ccap|XP_004529607.1
orth3107: Bcur|XP_011178901.1 Bdor|XP_011198156.1 Bole|XP_014092349.1 Ccap|XP_004529608.1
orth3106: Bcur|XP_011178900.1 Bdor|XP_011198154.1 Bole|XP_014092340.1 Ccap|XP_004529610.1
orth3105: Bcur|XP_011178898.1 Bdor|XP_011198152.1 Bole|XP_014092333.1 Ccap|XP_012158832.1
orth3104: Bcur|XP_011178897.1 Bdor|XP_011198174.1 Bole|XP_014092339.1 Ccap|XP_004529788.1
orth3103: Bcur|XP_011178896.1 Bdor|XP_011198150.1 Bole|XP_014092332.1 Ccap|XP_004529615.1
orth3102: Bcur|XP_011178895.1 Bdor|XP_011205810.1 Bole|XP_014094063.1 Ccap|XP_004522066.1
orth3101: Bcur|XP_011178894.1 Bdor|XP_011206631.1 Bole|XP_014101453.1 Ccap|XP_004533828.2
orth3100: Bcur|XP_011178893.1 Bdor|XP_011214112.1 Bole|XP_014088559.1 Ccap|XP_004533817.1
orth8653: Bcur|XP_011191168.1 Bdor|XP_011207328.1 Bole|XP_014093976.1 Ccap|XP_004522552.1
orth9753: Bcur|XP_011193762.1 Bdor|XP_011200522.1 Bole|XP_014093617.1 Ccap|XP_004524791.1
orth11068: Bcur|XP_011197097.1 Bdor|XP_011210315.1 Bole|XP_014088722.1 Ccap|XP_004537294.1
orth11069: Bcur|XP_011197099.1 Bdor|XP_011208113.1 Bole|XP_014089314.1 Ccap|XP_004522306.1
orth11064: Bcur|XP_011197092.1 Bdor|XP_011210310.1 Bole|XP_014088704.1 Ccap|XP_004537367.1
orth11065: Bcur|XP_011197093.1 Bdor|XP_011210311.1 Bole|XP_014088685.1 Ccap|XP_004537289.1
orth11066: Bcur|XP_011197095.1 Bdor|XP_011210312.1 Bole|XP_014088757.1 Ccap|XP_004537293.1
orth11067: Bcur|XP_011197096.1 Bdor|XP_011210313.1 Bole|XP_014088726.1 Ccap|XP_004537291.1
orth11060: Bcur|XP_011197087.1 Bdor|XP_011210306.1 Bole|XP_014088697.1 Ccap|XP_004536966.1
orth11061: Bcur|XP_011197088.1 Bdor|XP_011208066.1 Bole|XP_014089316.1 Ccap|XP_004522304.1
orth11062: Bcur|XP_011197090.1 Bdor|XP_011210308.1 Bole|XP_014088690.1 Ccap|XP_004537287.1
orth11063: Bcur|XP_011197091.1 Bdor|XP_011210309.1 Bole|XP_014088684.1 Ccap|XP_004537288.1
orth8689: Bcur|XP_011191229.1 Bdor|XP_011199309.1 Bole|XP_014097712.1 Ccap|XP_012162678.1
orth8688: Bcur|XP_011191228.1 Bdor|XP_011199324.1 Bole|XP_014097717.1 Ccap|XP_004519832.1
orth8685: Bcur|XP_011191225.1 Bdor|XP_011213187.1 Bole|XP_014096777.1 Ccap|XP_004519610.1
orth8684: Bcur|XP_011191224.1 Bdor|XP_011213186.1 Bole|XP_014096779.1 Ccap|XP_004519609.1
orth8687: Bcur|XP_011191227.1 Bdor|XP_011199308.1 Bole|XP_014096784.1 Ccap|XP_004519613.1
orth8686: Bcur|XP_011191226.1 Bdor|XP_011213192.1 Bole|XP_014096782.1 Ccap|XP_004519612.1
orth8681: Bcur|XP_011191220.1 Bdor|XP_011213182.1 Bole|XP_014096766.1 Ccap|XP_004519607.1
orth8680: Bcur|XP_011191219.1 Bdor|XP_011213181.1 Bole|XP_014096771.1 Ccap|XP_004519606.1
orth8683: Bcur|XP_011191223.1 Bdor|XP_011213188.1 Bole|XP_014096778.1 Ccap|XP_004519608.1
orth8682: Bcur|XP_011191222.1 Bdor|XP_011213183.1 Bole|XP_014096783.1 Ccap|XP_004519831.1
orth3811: Bcur|XP_011180441.1 Bdor|XP_011198285.1 Bole|XP_014100386.1 Ccap|XP_012158961.1
orth3810: Bcur|XP_011180440.1 Bdor|XP_011203438.1 Bole|XP_014095406.1 Ccap|XP_012158962.1
orth3813: Bcur|XP_011180446.1 Bdor|XP_011203436.1 Bole|XP_014099477.1 Ccap|XP_004529931.1
orth3812: Bcur|XP_011180445.1 Bdor|XP_011203435.1 Bole|XP_014099476.1 Ccap|XP_012158958.1
orth3815: Bcur|XP_011180454.1 Bdor|XP_011203428.1 Bole|XP_014096452.1 Ccap|XP_012158955.1
orth3814: Bcur|XP_011180452.1 Bdor|XP_011203433.1 Bole|XP_014095722.1 Ccap|XP_004529927.1
orth3817: Bcur|XP_011180459.1 Bdor|XP_011203427.1 Bole|XP_014096464.1 Ccap|XP_004529921.1
orth3816: Bcur|XP_011180457.1 Bdor|XP_011203426.1 Bole|XP_014096465.1 Ccap|XP_004529920.1
orth3819: Bcur|XP_011180461.1 Bdor|XP_011203425.1 Bole|XP_014096466.1 Ccap|XP_012158952.1
orth3818: Bcur|XP_011180460.1 Bdor|XP_011203423.1 Bole|XP_014096469.1 Ccap|XP_004529919.1
orth7828: Bcur|XP_011189487.1 Bdor|XP_011205620.1 Bole|XP_014099809.1 Ccap|XP_004531279.1
orth7829: Bcur|XP_011189490.1 Bdor|XP_011205612.1 Bole|XP_014099810.1 Ccap|XP_004531272.1
orth10339: Bcur|XP_011195491.1 Bdor|XP_011204129.1 Bole|XP_014086193.1 Ccap|XP_012155139.1
orth10338: Bcur|XP_011195490.1 Bdor|XP_011212993.1 Bole|XP_014086223.1 Ccap|XP_004533225.1
orth10337: Bcur|XP_011195488.1 Bdor|XP_011205689.1 Bole|XP_014095866.1 Ccap|XP_004522389.1
orth10336: Bcur|XP_011195486.1 Bdor|XP_011214274.1 Bole|XP_014099681.1 Ccap|XP_004534529.1
orth10335: Bcur|XP_011195485.1 Bdor|XP_011214424.1 Bole|XP_014095171.1 Ccap|XP_012156173.1
orth10334: Bcur|XP_011195484.1 Bdor|XP_011212975.1 Bole|XP_014090554.1 Ccap|XP_012156198.1
orth10333: Bcur|XP_011195482.1 Bdor|XP_011212519.1 Bole|XP_014091616.1 Ccap|XP_012156197.1
orth10332: Bcur|XP_011195480.1 Bdor|XP_011198226.1 Bole|XP_014099701.1 Ccap|XP_004530647.1
orth10331: Bcur|XP_011195475.1 Bdor|XP_011198221.1 Bole|XP_014099697.1 Ccap|XP_004530643.1
orth10330: Bcur|XP_011195469.1 Bdor|XP_011198216.1 Bole|XP_014099373.1 Ccap|XP_004530640.1
orth10258: Bcur|XP_011195222.1 Bdor|XP_011206785.1 Bole|XP_014094567.1 Ccap|XP_004536369.1
orth10259: Bcur|XP_011195225.1 Bdor|XP_011197653.1 Bole|XP_014087934.1 Ccap|XP_004536091.1
orth10250: Bcur|XP_011195193.1 Bdor|XP_011203170.1 Bole|XP_014093821.1 Ccap|XP_004524345.1
orth10251: Bcur|XP_011195194.1 Bdor|XP_011214398.1 Bole|XP_014100299.1 Ccap|XP_004524311.1
orth10252: Bcur|XP_011195198.1 Bdor|XP_011214237.1 Bole|XP_014096697.1 Ccap|XP_012160876.1
orth10253: Bcur|XP_011195200.1 Bdor|XP_011202741.1 Bole|XP_014093630.1 Ccap|XP_004526288.1
orth10254: Bcur|XP_011195201.1 Bdor|XP_011202720.1 Bole|XP_014093628.1 Ccap|XP_004526287.1
orth10255: Bcur|XP_011195203.1 Bdor|XP_011199302.1 Bole|XP_014099028.1 Ccap|XP_004519421.1
orth10256: Bcur|XP_011195205.1 Bdor|XP_011197592.1 Bole|XP_014098523.1 Ccap|XP_012162552.1
orth10257: Bcur|XP_011195215.1 Bdor|XP_011214490.1 Bole|XP_014097929.1 Ccap|XP_004526112.1
orth5978: Bcur|XP_011185456.1 Bdor|XP_011200034.1 Bole|XP_014102074.1 Ccap|XP_004522814.1
orth5979: Bcur|XP_011185457.1 Bdor|XP_011200037.1 Bole|XP_014102183.1 Ccap|XP_004522812.1
orth9226: Bcur|XP_011192441.1 Bdor|XP_011197551.1 Bole|XP_014103290.1 Ccap|XP_004537797.1
orth9227: Bcur|XP_011192450.1 Bdor|XP_011197533.1 Bole|XP_014103319.1 Ccap|XP_012162339.1
orth5758: Bcur|XP_011184900.1 Bdor|XP_011203893.1 Bole|XP_014096904.1 Ccap|XP_012158599.1
orth5759: Bcur|XP_011184902.1 Bdor|XP_011203897.1 Bole|XP_014097960.1 Ccap|XP_012158602.1
orth9222: Bcur|XP_011192434.1 Bdor|XP_011197544.1 Bole|XP_014103300.1 Ccap|XP_004537789.1
orth9223: Bcur|XP_011192436.1 Bdor|XP_011197545.1 Bole|XP_014103305.1 Ccap|XP_004537791.1
orth5754: Bcur|XP_011184895.1 Bdor|XP_011203889.1 Bole|XP_014096473.1 Ccap|XP_004529355.2
orth5755: Bcur|XP_011184896.1 Bdor|XP_011203892.1 Bole|XP_014097290.1 Ccap|XP_004529356.1
orth5972: Bcur|XP_011185442.1 Bdor|XP_011200027.1 Bole|XP_014102057.1 Ccap|XP_004522823.1
orth5973: Bcur|XP_011185445.1 Bdor|XP_011200030.1 Bole|XP_014102046.1 Ccap|XP_004522818.1
orth5750: Bcur|XP_011184890.1 Bdor|XP_011203886.1 Bole|XP_014097335.1 Ccap|XP_004529224.1
orth5975: Bcur|XP_011185452.1 Bdor|XP_011200032.1 Bole|XP_014102037.1 Ccap|XP_004522944.1
orth5752: Bcur|XP_011184893.1 Bdor|XP_011203887.1 Bole|XP_014097302.1 Ccap|XP_004529353.2
orth5977: Bcur|XP_011185455.1 Bdor|XP_011210967.1 Bole|XP_014098540.1 Ccap|XP_012156728.1
orth2999: Bcur|XP_011178678.1 Bdor|XP_011211825.1 Bole|XP_014096906.1 Ccap|XP_004533369.1
orth2998: Bcur|XP_011178677.1 Bdor|XP_011210004.1 Bole|XP_014096925.1 Ccap|XP_004533398.1
orth2993: Bcur|XP_011178672.1 Bdor|XP_011209999.1 Bole|XP_014096920.1 Ccap|XP_004533400.1
orth2992: Bcur|XP_011178668.1 Bdor|XP_011209995.1 Bole|XP_014096919.1 Ccap|XP_004533373.1
orth2991: Bcur|XP_011178666.1 Bdor|XP_011209993.1 Bole|XP_014096908.1 Ccap|XP_004533379.1
orth2990: Bcur|XP_011178657.1 Bdor|XP_011213760.1 Bole|XP_014095750.1 Ccap|XP_012160094.1
orth2997: Bcur|XP_011178676.1 Bdor|XP_011210003.1 Bole|XP_014096922.1 Ccap|XP_004533370.1
orth2996: Bcur|XP_011178675.1 Bdor|XP_011210002.1 Bole|XP_014096924.1 Ccap|XP_004533399.1
orth2995: Bcur|XP_011178674.1 Bdor|XP_011210001.1 Bole|XP_014096909.1 Ccap|XP_004533371.1
orth2994: Bcur|XP_011178673.1 Bdor|XP_011210000.1 Bole|XP_014096921.1 Ccap|XP_004533372.1
orth7874: Bcur|XP_011189563.1 Bdor|XP_011213963.1 Bole|XP_014090982.1 Ccap|XP_004536272.1
orth2193: Bcur|XP_011176940.1 Bdor|XP_011211809.1 Bole|XP_014092441.1 Ccap|XP_012154622.1
orth2192: Bcur|XP_011176938.1 Bdor|XP_011211812.1 Bole|XP_014092459.1 Ccap|XP_004520441.1
orth2191: Bcur|XP_011176931.1 Bdor|XP_011211816.1 Bole|XP_014091921.1 Ccap|XP_004520456.1
orth2190: Bcur|XP_011176930.1 Bdor|XP_011211815.1 Bole|XP_014093915.1 Ccap|XP_004518378.1
orth2197: Bcur|XP_011176945.1 Bdor|XP_011211805.1 Bole|XP_014092623.1 Ccap|XP_004520434.1
orth2196: Bcur|XP_011176943.1 Bdor|XP_011211807.1 Bole|XP_014092654.1 Ccap|XP_004520435.1
orth2195: Bcur|XP_011176942.1 Bdor|XP_011211808.1 Bole|XP_014092643.1 Ccap|XP_004520436.1
orth2194: Bcur|XP_011176941.1 Bdor|XP_011211810.1 Bole|XP_014092433.1 Ccap|XP_012154623.1
orth2199: Bcur|XP_011176947.1 Bdor|XP_011211804.1 Bole|XP_014092678.1 Ccap|XP_004520432.1
orth2198: Bcur|XP_011176946.1 Bdor|XP_011211806.1 Bole|XP_014092665.1 Ccap|XP_004520433.2
orth10928: Bcur|XP_011196797.1 Bdor|XP_011208094.1 Bole|XP_014089320.1 Ccap|XP_004522325.1
orth10929: Bcur|XP_011196799.1 Bdor|XP_011209966.1 Bole|XP_014091301.1 Ccap|XP_004535836.1
orth10922: Bcur|XP_011196785.1 Bdor|XP_011209950.1 Bole|XP_014085905.1 Ccap|XP_012161437.1
orth10923: Bcur|XP_011196788.1 Bdor|XP_011209957.1 Bole|XP_014103047.1 Ccap|XP_004535829.1
orth10920: Bcur|XP_011196778.1 Bdor|XP_011209946.1 Bole|XP_014085645.1 Ccap|XP_012161346.1
orth10921: Bcur|XP_011196780.1 Bdor|XP_011209949.1 Bole|XP_014095029.1 Ccap|XP_004535828.1
orth10926: Bcur|XP_011196793.1 Bdor|XP_011209962.1 Bole|XP_014093622.1 Ccap|XP_004535985.1
orth10927: Bcur|XP_011196795.1 Bdor|XP_011209969.1 Bole|XP_014086195.1 Ccap|XP_004535838.1
orth10924: Bcur|XP_011196790.1 Bdor|XP_011209958.1 Bole|XP_014103024.1 Ccap|XP_004535830.1
orth10925: Bcur|XP_011196791.1 Bdor|XP_011209960.1 Bole|XP_014103604.1 Ccap|XP_004535831.1
orth8810: Bcur|XP_011191470.1 Bdor|XP_011210713.1 Bole|XP_014097233.1 Ccap|XP_004521845.1
orth8811: Bcur|XP_011191473.1 Bdor|XP_011202915.1 Bole|XP_014097414.1 Ccap|XP_004518723.1
orth8812: Bcur|XP_011191474.1 Bdor|XP_011212490.1 Bole|XP_014090563.1 Ccap|XP_004523427.1
orth8813: Bcur|XP_011191476.1 Bdor|XP_011210716.1 Bole|XP_014099369.1 Ccap|XP_012155416.1
orth8546: Bcur|XP_011190970.1 Bdor|XP_011197824.1 Bole|XP_014086737.1 Ccap|XP_012160015.1
orth8815: Bcur|XP_011191481.1 Bdor|XP_011210725.1 Bole|XP_014101672.1 Ccap|XP_004521856.1
orth8816: Bcur|XP_011191485.1 Bdor|XP_011210726.1 Bole|XP_014097533.1 Ccap|XP_004521859.1
orth8817: Bcur|XP_011191486.1 Bdor|XP_011210729.1 Bole|XP_014097521.1 Ccap|XP_004521860.1
orth6478: Bcur|XP_011186588.1 Bdor|XP_011202946.1 Bole|XP_014100298.1 Ccap|XP_004518781.2
orth6479: Bcur|XP_011186589.1 Bdor|XP_011213988.1 Bole|XP_014102627.1 Ccap|XP_004522755.1
orth6474: Bcur|XP_011186583.1 Bdor|XP_011213994.1 Bole|XP_014102638.1 Ccap|XP_004522760.1
orth6475: Bcur|XP_011186585.1 Bdor|XP_011213991.1 Bole|XP_014102634.1 Ccap|XP_004522757.1
orth6476: Bcur|XP_011186586.1 Bdor|XP_011213986.1 Bole|XP_014102606.1 Ccap|XP_004522753.1
orth6477: Bcur|XP_011186587.1 Bdor|XP_011213987.1 Bole|XP_014102605.1 Ccap|XP_012155867.1
orth6470: Bcur|XP_011186576.1 Bdor|XP_011214000.1 Bole|XP_014102653.1 Ccap|XP_004522768.1
orth6471: Bcur|XP_011186577.1 Bdor|XP_011213999.1 Bole|XP_014102711.1 Ccap|XP_004522765.1
orth6472: Bcur|XP_011186579.1 Bdor|XP_011213998.1 Bole|XP_014102641.1 Ccap|XP_004522763.1
orth6473: Bcur|XP_011186580.1 Bdor|XP_011213995.1 Bole|XP_014102640.1 Ccap|XP_004522761.1
orth5163: Bcur|XP_011183478.1 Bdor|XP_011206439.1 Bole|XP_014086067.1 Ccap|XP_004518792.1
orth7345: Bcur|XP_011188468.1 Bdor|XP_011204182.1 Bole|XP_014092104.1 Ccap|XP_004517846.1
orth5161: Bcur|XP_011183474.1 Bdor|XP_011206441.1 Bole|XP_014086052.1 Ccap|XP_012160150.1
orth4832: Bcur|XP_011182682.1 Bdor|XP_011214249.1 Bole|XP_014092013.1 Ccap|XP_004524140.1
orth4833: Bcur|XP_011182684.1 Bdor|XP_011214252.1 Bole|XP_014092031.1 Ccap|XP_004524139.1
orth4830: Bcur|XP_011182678.1 Bdor|XP_011214253.1 Bole|XP_014092028.1 Ccap|XP_012156620.1
orth5160: Bcur|XP_011183473.1 Bdor|XP_011212693.1 Bole|XP_014096152.1 Ccap|XP_004526806.1
orth4836: Bcur|XP_011182699.1 Bdor|XP_011214245.1 Bole|XP_014092007.1 Ccap|XP_004524143.1
orth4837: Bcur|XP_011182700.1 Bdor|XP_011214248.1 Bole|XP_014092009.1 Ccap|XP_004524142.1
orth4834: Bcur|XP_011182686.1 Bdor|XP_011203664.1 Bole|XP_014094372.1 Ccap|XP_004530887.1
orth4835: Bcur|XP_011182687.1 Bdor|XP_011214251.1 Bole|XP_014092030.1 Ccap|XP_004524138.1
orth5167: Bcur|XP_011183487.1 Bdor|XP_011206443.1 Bole|XP_014086053.1 Ccap|XP_004518788.1
orth4838: Bcur|XP_011182702.1 Bdor|XP_011202735.1 Bole|XP_014092774.1 Ccap|XP_004534187.1
orth4839: Bcur|XP_011182704.1 Bdor|XP_011197387.1 Bole|XP_014095256.1 Ccap|XP_004534172.1
orth5514: Bcur|XP_011184344.1 Bdor|XP_011202647.1 Bole|XP_014097333.1 Ccap|XP_004530661.1
orth5166: Bcur|XP_011183486.1 Bdor|XP_011206428.1 Bole|XP_014085911.1 Ccap|XP_004518912.1
orth6690: Bcur|XP_011187072.1 Bdor|XP_011208278.1 Bole|XP_014096955.1 Ccap|XP_004527253.1
orth6691: Bcur|XP_011187074.1 Bdor|XP_011208299.1 Bole|XP_014096953.1 Ccap|XP_004527254.1
orth6692: Bcur|XP_011187076.1 Bdor|XP_011211086.1 Bole|XP_014099017.1 Ccap|XP_004524589.1
orth5515: Bcur|XP_011184346.1 Bdor|XP_011211052.1 Bole|XP_014097673.1 Ccap|XP_004526747.1
orth6694: Bcur|XP_011187079.1 Bdor|XP_011213432.1 Bole|XP_014096640.1 Ccap|XP_004536732.1
orth6696: Bcur|XP_011187081.1 Bdor|XP_011213436.1 Bole|XP_014096407.1 Ccap|XP_004536730.1
orth6697: Bcur|XP_011187082.1 Bdor|XP_011213439.1 Bole|XP_014096405.1 Ccap|XP_004536698.1
orth6698: Bcur|XP_011187083.1 Bdor|XP_011213440.1 Bole|XP_014096406.1 Ccap|XP_004536733.1
orth5512: Bcur|XP_011184342.1 Bdor|XP_011202640.1 Bole|XP_014097337.1 Ccap|XP_004530663.1
orth6807: Bcur|XP_011187323.1 Bdor|XP_011198963.1 Bole|XP_014087519.1 Ccap|XP_004520819.1
orth5513: Bcur|XP_011184343.1 Bdor|XP_011202644.1 Bole|XP_014097330.1 Ccap|XP_004530662.1
orth6806: Bcur|XP_011187317.1 Bdor|XP_011198969.1 Bole|XP_014087523.1 Ccap|XP_004520623.2
orth5510: Bcur|XP_011184339.1 Bdor|XP_011202636.1 Bole|XP_014097332.1 Ccap|XP_004530759.1
orth6801: Bcur|XP_011187311.1 Bdor|XP_011214308.1 Bole|XP_014099927.1 Ccap|XP_004522137.1
orth5511: Bcur|XP_011184340.1 Bdor|XP_011202637.1 Bole|XP_014097334.1 Ccap|XP_004530664.1
orth6800: Bcur|XP_011187309.1 Bdor|XP_011213877.1 Bole|XP_014090158.1 Ccap|XP_012157030.1
orth6803: Bcur|XP_011187314.1 Bdor|XP_011198976.1 Bole|XP_014087515.1 Ccap|XP_012154866.1
orth6802: Bcur|XP_011187313.1 Bdor|XP_011205494.1 Bole|XP_014087536.1 Ccap|XP_004520626.1
orth6779: Bcur|XP_011187249.1 Bdor|XP_011213856.1 Bole|XP_014090133.1 Ccap|XP_012157013.1
orth5516: Bcur|XP_011184347.1 Bdor|XP_011202650.1 Bole|XP_014097340.1 Ccap|XP_012159309.1
orth3318: Bcur|XP_011179342.1 Bdor|XP_011210151.1 Bole|XP_014092542.1 Ccap|XP_004517956.1
orth3319: Bcur|XP_011179343.1 Bdor|XP_011210146.1 Bole|XP_014092564.1 Ccap|XP_012156396.1
orth3648: Bcur|XP_011180083.1 Bdor|XP_011214281.1 Bole|XP_014085197.1 Ccap|XP_012155911.1
orth3649: Bcur|XP_011180090.1 Bdor|XP_011214285.1 Bole|XP_014085190.1 Ccap|XP_004522891.1
orth3312: Bcur|XP_011179333.1 Bdor|XP_011210156.1 Bole|XP_014092579.1 Ccap|XP_004518286.1
orth3313: Bcur|XP_011179334.1 Bdor|XP_011210340.1 Bole|XP_014092577.1 Ccap|XP_004518287.2
orth3310: Bcur|XP_011179329.1 Bdor|XP_011210161.1 Bole|XP_014092561.1 Ccap|XP_004517947.1
orth3311: Bcur|XP_011179332.1 Bdor|XP_011210159.1 Bole|XP_014092545.1 Ccap|XP_004517950.1
orth3316: Bcur|XP_011179339.1 Bdor|XP_011210152.1 Bole|XP_014092539.1 Ccap|XP_004517953.1
orth3317: Bcur|XP_011179340.1 Bdor|XP_011210150.1 Bole|XP_014092541.1 Ccap|XP_004517955.1
orth3314: Bcur|XP_011179335.1 Bdor|XP_011210154.1 Bole|XP_014092576.1 Ccap|XP_004517952.1
orth3315: Bcur|XP_011179338.1 Bdor|XP_011210153.1 Bole|XP_014092538.1 Ccap|XP_004517954.1
orth4340: Bcur|XP_011181586.1 Bdor|XP_011208443.1 Bole|XP_014086101.1 Ccap|XP_012160159.1
orth3091: Bcur|XP_011178872.1 Bdor|XP_011206620.1 Bole|XP_014100253.1 Ccap|XP_004533826.1
orth4342: Bcur|XP_011181590.1 Bdor|XP_011208377.1 Bole|XP_014086123.1 Ccap|XP_004537481.1
orth4343: Bcur|XP_011181591.1 Bdor|XP_011208380.1 Bole|XP_014086159.1 Ccap|XP_004537477.1
orth4344: Bcur|XP_011181598.1 Bdor|XP_011214139.1 Bole|XP_014099359.1 Ccap|XP_004537933.1
orth4345: Bcur|XP_011181599.1 Bdor|XP_011208383.1 Bole|XP_014086121.1 Ccap|XP_004537476.1
orth4346: Bcur|XP_011181612.1 Bdor|XP_011199768.1 Bole|XP_014100966.1 Ccap|XP_012158897.1
orth3090: Bcur|XP_011178864.1 Bdor|XP_011214116.1 Bole|XP_014100254.1 Ccap|XP_004533825.1
orth4348: Bcur|XP_011181617.1 Bdor|XP_011199797.1 Bole|XP_014100040.1 Ccap|XP_004529736.1
orth4349: Bcur|XP_011181618.1 Bdor|XP_011199776.1 Bole|XP_014100211.1 Ccap|XP_012158889.1
orth3093: Bcur|XP_011178881.1 Bdor|XP_011206682.1 Bole|XP_014100772.1 Ccap|XP_012160273.1
orth3092: Bcur|XP_011178875.1 Bdor|XP_011206651.1 Bole|XP_014100791.1 Ccap|XP_012160270.1
orth9419: Bcur|XP_011192919.1 Bdor|XP_011211469.1 Bole|XP_014085817.1 Ccap|XP_004534266.1
orth9418: Bcur|XP_011192918.1 Bdor|XP_011211463.1 Bole|XP_014085823.1 Ccap|XP_004534376.1
orth9417: Bcur|XP_011192915.1 Bdor|XP_011211451.1 Bole|XP_014085851.1 Ccap|XP_004534258.1
orth3095: Bcur|XP_011178883.1 Bdor|XP_011198046.1 Bole|XP_014099189.1 Ccap|XP_012154685.1
orth9415: Bcur|XP_011192913.1 Bdor|XP_011211454.1 Bole|XP_014085856.1 Ccap|XP_004534262.1
orth9414: Bcur|XP_011192912.1 Bdor|XP_011211459.1 Bole|XP_014085854.1 Ccap|XP_004534263.1
orth9413: Bcur|XP_011192910.1 Bdor|XP_011211455.1 Bole|XP_014085850.1 Ccap|XP_004534375.2
orth9412: Bcur|XP_011192909.1 Bdor|XP_011211462.1 Bole|XP_014085855.1 Ccap|XP_004534264.1
orth9411: Bcur|XP_011192908.1 Bdor|XP_011211467.1 Bole|XP_014085849.1 Ccap|XP_004534265.1
orth3094: Bcur|XP_011178882.1 Bdor|XP_011213725.1 Bole|XP_014099396.1 Ccap|XP_012154709.1
orth7121: Bcur|XP_011188010.1 Bdor|XP_011214765.1 Bole|XP_014098064.1 Ccap|XP_004523458.1
orth7120: Bcur|XP_011188008.1 Bdor|XP_011214764.1 Bole|XP_014098062.1 Ccap|XP_004523457.1
orth7123: Bcur|XP_011188020.1 Bdor|XP_011214759.1 Bole|XP_014096263.1 Ccap|XP_004523452.1
orth7122: Bcur|XP_011188011.1 Bdor|XP_011214757.1 Bole|XP_014096266.1 Ccap|XP_004523451.1
orth7125: Bcur|XP_011188023.1 Bdor|XP_011214761.1 Bole|XP_014096260.1 Ccap|XP_012156177.1
orth7124: Bcur|XP_011188021.1 Bdor|XP_011214760.1 Bole|XP_014096262.1 Ccap|XP_004523454.1
orth7127: Bcur|XP_011187747.1 Bdor|XP_011204815.1 Bole|XP_014092231.1 Ccap|XP_012157480.1
orth7126: Bcur|XP_011188026.1 Bdor|XP_011214758.1 Bole|XP_014096255.1 Ccap|XP_004523449.1
orth7129: Bcur|XP_011187985.1 Bdor|XP_011213846.1 Bole|XP_014096678.1 Ccap|XP_012156187.1
orth7128: Bcur|XP_011187942.1 Bdor|XP_011209149.1 Bole|XP_014100355.1 Ccap|XP_012160653.1
orth4164: Bcur|XP_011181183.1 Bdor|XP_011212223.1 Bole|XP_014099309.1 Ccap|XP_004521962.1
orth4165: Bcur|XP_011181184.1 Bdor|XP_011212228.1 Bole|XP_014098533.1 Ccap|XP_012161736.1
