orth2333: Afra|m.10026 Aobl|m.12854 Asus|M.10026_R0 Bcor|m.49852 Bcur|XP_011176775.1 Bdor|XP_011207020.1 Bjar|m.26921 Blat|m.41225 Bmin|m.16652 Bole|XP_014097011.1 Btry|M.41225_R0 Bzon|m.21935 Ccap|XP_004523616.1
orth2512: Afra|m.1793 Aobl|m.3513 Asus|M.1793_R0 Bcor|m.30879 Bcur|XP_011184898.1 Bdor|XP_011211001.1 Bjar|m.22896 Blat|m.1259 Bmin|m.6028 Bole|XP_014097762.1 Btry|M.1259_R0 Bzon|m.3983 Ccap|XP_004526706.1
orth2513: Afra|m.17944 Aobl|m.5216 Asus|M.17944_R0 Bcor|m.51047 Bcur|XP_011186597.1 Bdor|XP_011214017.1 Bjar|m.2217 Blat|m.6593 Bmin|m.883 Bole|XP_014102611.1 Btry|M.6593_R0 Bzon|m.37929 Ccap|XP_012162407.1
orth2514: Afra|m.1796 Aobl|m.9562 Asus|M.1796_R0 Bcor|m.19666 Bcur|XP_011190689.1 Bdor|XP_011213733.1 Bjar|m.25811 Blat|m.45588 Bmin|m.11640 Bole|XP_014090051.1 Btry|M.45588_R0 Bzon|m.19454 Ccap|XP_004524212.1
orth2517: Afra|m.18007 Aobl|m.4502 Asus|M.18007_R0 Bcor|m.38224 Bcur|XP_011176792.1 Bdor|XP_011211930.1 Bjar|m.17583 Blat|m.6303 Bmin|m.15516 Bole|XP_014095534.1 Btry|M.6303_R0 Bzon|m.55149 Ccap|XP_004523607.1
orth2519: Afra|m.18080 Aobl|m.15700 Asus|M.18080_R0 Bcor|m.24372 Bcur|XP_011188900.1 Bdor|XP_011201546.1 Bjar|m.18061 Blat|m.64175 Bmin|m.8096 Bole|XP_014092802.1 Btry|M.64174_R0 Ccap|XP_004535225.1 Bzon|m.49918
orth2520: Afra|m.181 Aobl|m.7660 Asus|M.181_R0 Bcor|m.28778 Bcur|XP_011184650.1 Bdor|XP_011206209.1 Bjar|m.12199 Blat|m.148 Bmin|m.1375 Bole|XP_014090239.1 Btry|M.148_R0 Bzon|m.46212 Ccap|XP_004534829.1
orth2522: Afra|m.18200 Aobl|m.13982 Asus|M.18200_R0 Bcor|m.21844 Bcur|XP_011193006.1 Bdor|XP_011202115.1 Bjar|m.3960 Blat|m.2422 Bmin|m.24674 Bole|XP_014090732.1 Btry|M.2422_R0 Bzon|m.54311 Ccap|XP_004526409.1
orth2523: Afra|m.18380 Aobl|m.4467 Asus|M.18380_R0 Bcor|m.29788 Bcur|XP_011189186.1 Bdor|XP_011197739.1 Bjar|m.2457 Blat|m.37741 Bmin|m.8342 Bole|XP_014103701.1 Btry|M.37741_R0 Bzon|m.9003 Ccap|XP_004525900.1
orth2525: Afra|m.18423 Aobl|m.6654 Asus|M.18419_R0 Bcor|m.14502 Bcur|XP_011182009.1 Bdor|XP_011198701.1 Bjar|m.26932 Blat|m.12226 Bmin|m.10500 Bole|XP_014089029.1 Btry|M.12226_R0 Bzon|m.6638 Ccap|XP_004536438.1
orth2526: Afra|m.18444 Aobl|m.10304 Asus|M.18444_R0 Bcor|m.13713 Bcur|XP_011189669.1 Bdor|XP_011212037.1 Bjar|m.20011 Blat|m.26983 Bmin|m.14694 Bole|XP_014092807.1 Btry|M.26970_R0 Bzon|m.42135 Ccap|XP_004530441.1
orth2528: Afra|m.18461 Aobl|m.16864 Asus|M.18461_R0 Bcor|m.3840 Bcur|XP_011185583.1 Bdor|XP_011211203.1 Bjar|m.5062 Blat|m.19857 Bmin|m.5656 Bole|XP_014095838.1 Btry|M.19857_R0 Bzon|m.21160 Ccap|XP_004536988.1
orth2530: Afra|m.18596 Aobl|m.25953 Asus|M.18596_R0 Bcor|m.52162 Bcur|XP_011192810.1 Bdor|XP_011198599.1 Bjar|m.11533 Blat|m.510 Bmin|m.16930 Bole|XP_014089826.1 Btry|M.510_R0 Bzon|m.23872 Ccap|XP_004530707.1
orth2533: Afra|m.18709 Aobl|m.10941 Asus|M.18709_R0 Bcor|m.12844 Bcur|XP_011182375.1 Bdor|XP_011208073.1 Bjar|m.5860 Blat|m.17155 Bmin|m.8778 Bole|XP_014092770.1 Btry|M.17155_R0 Bzon|m.37656 Ccap|XP_012155328.1
orth2535: Afra|m.18810 Aobl|m.9872 Asus|M.18810_R0 Bcor|m.3189 Bcur|XP_011177909.1 Bdor|XP_011208865.1 Bjar|m.4892 Blat|m.40503 Bmin|m.6769 Bole|XP_014103623.1 Btry|M.40503_R0 Bzon|m.25096 Ccap|XP_004526462.1
orth2537: Afra|m.18911 Aobl|m.21092 Asus|M.18908_R0 Bcor|m.24475 Bcur|XP_011186712.1 Bdor|XP_011201931.1 Bjar|m.13996 Blat|m.12031 Bmin|m.17331 Bole|XP_014091593.1 Btry|M.12031_R0 Bzon|m.15697 Ccap|XP_012160389.1
orth2538: Afra|m.18938 Aobl|m.5239 Asus|M.18938_R0 Bcor|m.37955 Bcur|XP_011194388.1 Bdor|XP_011199288.1 Bjar|m.25007 Blat|m.37383 Bmin|m.8026 Bole|XP_014090522.1 Btry|M.37383_R0 Bzon|m.41577 Ccap|XP_004533905.1
orth2539: Afra|m.19104 Aobl|m.7596 Asus|M.19104_R0 Bcor|m.24741 Bcur|XP_011177127.1 Bdor|XP_011204914.1 Bjar|m.18885 Blat|m.24011 Bole|XP_014091054.1 Btry|M.24011_R0 Bzon|m.326 Ccap|XP_004522251.1 Bmin|m.1323
orth2540: Afra|m.19120 Aobl|m.15177 Asus|M.19120_R0 Bcor|m.46486 Bcur|XP_011190146.1 Bdor|XP_011199485.1 Bjar|m.19812 Blat|m.5432 Bmin|m.11601 Bole|XP_014097117.1 Btry|M.5432_R0 Bzon|m.39379 Ccap|XP_004519100.1
orth2544: Afra|m.19488 Aobl|m.21673 Asus|M.19488_R0 Bcor|m.23574 Bcur|XP_011188973.1 Bdor|XP_011212082.1 Bjar|m.17306 Blat|m.54367 Bmin|m.14848 Bole|XP_014093324.1 Btry|M.54367_R0 Bzon|m.5984 Ccap|XP_004530482.2
orth2545: Afra|m.19510 Aobl|m.6561 Asus|M.19510_R0 Bcor|m.51214 Bcur|XP_011184411.1 Bdor|XP_011205992.1 Bjar|m.22689 Blat|m.27276 Bmin|m.4489 Bole|XP_014091929.1 Btry|M.27276_R0 Bzon|m.33106 Ccap|XP_004534639.1
orth2547: Afra|m.19533 Aobl|m.18914 Asus|M.19533_R0 Bcor|m.35399 Bcur|XP_011182723.1 Bdor|XP_011214444.1 Bjar|m.16197 Blat|m.53053 Bmin|m.15490 Bole|XP_014102588.1 Btry|M.53053_R0 Bzon|m.50880 Ccap|XP_004519313.1
orth2549: Afra|m.19670 Aobl|m.14388 Asus|M.19670_R0 Bcor|m.40346 Bcur|XP_011184881.1 Bdor|XP_011203880.1 Bjar|m.11217 Blat|m.7315 Bmin|m.24476 Bole|XP_014098806.1 Btry|M.7315_R0 Bzon|m.41505 Ccap|XP_004529216.1
orth2550: Afra|m.19709 Aobl|m.27737 Asus|M.19709_R0 Bcor|m.44014 Bcur|XP_011181658.1 Bdor|XP_011213681.1 Bjar|m.22413 Blat|m.33974 Bmin|m.14074 Bole|XP_014095967.1 Btry|M.33974_R0 Bzon|m.38523 Ccap|XP_004527374.1
orth2551: Afra|m.19722 Aobl|m.13103 Asus|M.19722_R0 Bcor|m.15135 Bcur|XP_011177192.1 Bdor|XP_011204376.1 Bjar|m.22528 Blat|m.19474 Bole|XP_014091881.1 Btry|M.19474_R0 Bzon|m.35045 Ccap|XP_004527359.2 Bmin|m.23966
orth2553: Afra|m.19807 Aobl|m.12291 Asus|M.19808_R0 Bcor|m.28056 Bcur|XP_011190072.1 Bdor|XP_011197595.1 Bjar|m.22000 Blat|m.53611 Bmin|m.15265 Bole|XP_014095579.1 Btry|M.53611_R0 Bzon|m.38161 Ccap|XP_004533796.1
orth2556: Afra|m.19934 Aobl|m.18370 Asus|M.19934_R0 Bcor|m.50140 Bcur|XP_011188307.1 Bdor|XP_011211732.1 Bjar|m.25886 Blat|m.12426 Bmin|m.20971 Bole|XP_014086683.1 Btry|M.12425_R0 Bzon|m.33632 Ccap|XP_004530178.1
orth2560: Afra|m.20206 Aobl|m.26923 Asus|M.20206_R0 Bcor|m.12804 Bcur|XP_011181745.1 Bdor|XP_011201476.1 Bjar|m.21253 Blat|m.22644 Bmin|m.9342 Bole|XP_014087647.1 Btry|M.22644_R0 Bzon|m.24679 Ccap|XP_004535043.1
orth2564: Afra|m.20294 Aobl|m.13787 Asus|M.20293_R0 Bcor|m.35622 Bcur|XP_011189083.1 Bdor|XP_011201162.1 Bjar|m.24766 Blat|m.27574 Bmin|m.25221 Bole|XP_014085216.1 Btry|M.27574_R0 Bzon|m.6105 Ccap|XP_004529970.1
orth2565: Afra|m.20325 Aobl|m.22742 Asus|M.20325_R0 Bcor|m.41282 Bcur|XP_011179887.1 Bdor|XP_011205171.1 Bjar|m.23550 Blat|m.107 Bmin|m.20094 Bole|XP_014099284.1 Btry|M.107_R0 Bzon|m.9279 Ccap|XP_004535110.1
orth2566: Afra|m.20326 Aobl|m.26214 Asus|M.20326_R0 Bcor|m.617 Bcur|XP_011181867.1 Bdor|XP_011208641.1 Bjar|m.9610 Blat|m.45284 Bmin|m.6697 Bole|XP_014092495.1 Btry|M.45284_R0 Bzon|m.40511 Ccap|XP_004521168.1
orth2568: Afra|m.20393 Aobl|m.22568 Asus|M.20393_R0 Bcor|m.42081 Bcur|XP_011194227.1 Bdor|XP_011199679.1 Bjar|m.2856 Blat|m.58791 Bmin|m.11589 Bole|XP_014089076.1 Btry|M.58791_R0 Bzon|m.33190 Ccap|XP_004536233.1
orth2570: Afra|m.20543 Aobl|m.23616 Asus|M.20543_R0 Bcor|m.47572 Bcur|XP_011178482.1 Bdor|XP_011205777.1 Bjar|m.23789 Blat|m.11146 Bmin|m.10168 Bole|XP_014096708.1 Btry|M.11145_R0 Bzon|m.10974 Ccap|XP_012155730.1
orth2571: Afra|m.20578 Aobl|m.8297 Asus|M.20578_R0 Bcor|m.31564 Bcur|XP_011188284.1 Bdor|XP_011204562.1 Bjar|m.5243 Blat|m.8248 Bmin|m.24617 Bole|XP_014091521.1 Btry|M.8248_R0 Bzon|m.44458 Ccap|XP_004518029.1
orth2572: Afra|m.20586 Aobl|m.16292 Asus|M.20586_R0 Bcor|m.46687 Bcur|XP_011187866.1 Bdor|XP_011198931.1 Bjar|m.5659 Blat|m.21366 Bmin|m.9781 Bole|XP_014102325.1 Btry|M.21366_R0 Bzon|m.55452 Ccap|XP_004523930.1
orth2573: Afra|m.20716 Aobl|m.8410 Asus|M.20716_R0 Bcor|m.40172 Bcur|XP_011187740.1 Bdor|XP_011200466.1 Bjar|m.13512 Blat|m.37140 Bmin|m.5401 Bole|XP_014100476.1 Btry|M.37140_R0 Bzon|m.28168 Ccap|XP_004522161.1
orth2574: Afra|m.20779 Aobl|m.24612 Asus|M.20779_R0 Bcor|m.47623 Bcur|XP_011190142.1 Bdor|XP_011199482.1 Bjar|m.19990 Blat|m.19969 Bole|XP_014098119.1 Btry|M.19969_R0 Bzon|m.32712 Ccap|XP_004519096.1 Bmin|m.24116
orth2575: Afra|m.20795 Aobl|m.17849 Asus|M.20801_R0 Bcor|m.17776 Bcur|XP_011186423.1 Bdor|XP_011199908.1 Bjar|m.15223 Blat|m.61981 Bmin|m.16304 Bole|XP_014094522.1 Btry|M.61981_R0 Bzon|m.20359 Ccap|XP_004530600.1
orth2576: Afra|m.20816 Aobl|m.6533 Asus|M.20816_R0 Bcor|m.15529 Bcur|XP_011188718.1 Bdor|XP_011205394.1 Bjar|m.28201 Blat|m.52878 Bmin|m.4508 Bole|XP_014096137.1 Btry|M.52878_R0 Bzon|m.37579 Ccap|XP_012161718.1
orth2578: Afra|m.20966 Aobl|m.14567 Asus|M.20966_R0 Bcor|m.51947 Bcur|XP_011190851.1 Bdor|XP_011202124.1 Bjar|m.2837 Blat|m.36954 Bmin|m.9083 Bole|XP_014090764.1 Btry|M.36954_R0 Bzon|m.26201 Ccap|XP_004526413.1
orth2580: Afra|m.21243 Aobl|m.4343 Asus|M.21243_R0 Bcor|m.42499 Bcur|XP_011196002.1 Bdor|XP_011201993.1 Bjar|m.25334 Blat|m.62345 Bmin|m.23987 Bole|XP_014098243.1 Btry|M.62345_R0 Bzon|m.515 Ccap|XP_012157255.1
orth2581: Afra|m.21294 Aobl|m.7986 Asus|M.21294_R0 Bcor|m.14075 Bcur|XP_011183772.1 Bdor|XP_011210950.1 Bjar|m.16593 Blat|m.47421 Bmin|m.3293 Bole|XP_014093543.1 Btry|M.47421_R0 Bzon|m.35989 Ccap|XP_004526915.1
orth2583: Afra|m.21311 Aobl|m.15109 Asus|M.21311_R0 Bcor|m.6378 Bcur|XP_011192072.1 Bdor|XP_011211460.1 Bjar|m.19038 Blat|m.47809 Bmin|m.7897 Bole|XP_014095109.1 Btry|M.47809_R0 Bzon|m.7341 Ccap|XP_004536135.1
orth2584: Afra|m.21324 Aobl|m.6276 Asus|M.21324_R0 Bcor|m.14086 Bcur|XP_011178770.1 Bdor|XP_011198043.1 Bjar|m.6584 Blat|m.30835 Bmin|m.7738 Bole|XP_014099447.1 Btry|M.30835_R0 Bzon|m.26433 Ccap|XP_004520510.1
orth2585: Afra|m.21358 Aobl|m.19793 Asus|M.21358_R0 Bcor|m.37620 Bcur|XP_011189633.1 Bdor|XP_011204510.1 Bjar|m.15172 Blat|m.40522 Bmin|m.3239 Bole|XP_014096077.1 Btry|M.40522_R0 Bzon|m.5130 Ccap|XP_004519599.1
orth2586: Afra|m.21371 Aobl|m.20019 Asus|M.21371_R0 Bcor|m.2767 Bcur|XP_011188906.1 Bdor|XP_011202927.1 Bjar|m.21790 Blat|m.52662 Bmin|m.2776 Bole|XP_014100325.1 Btry|M.52662_R0 Bzon|m.43484 Ccap|XP_004518702.1
orth2587: Afra|m.21372 Aobl|m.4936 Asus|M.21372_R0 Bcor|m.20890 Bcur|XP_011187089.1 Bdor|XP_011203514.1 Bjar|m.4764 Blat|m.26551 Bmin|m.6656 Bole|XP_014098135.1 Btry|M.26551_R0 Bzon|m.26866 Ccap|XP_004536749.1
orth2589: Afra|m.216 Aobl|m.7367 Asus|M.216_R0 Bcor|m.28895 Bcur|XP_011179340.1 Bdor|XP_011210150.1 Bjar|m.17019 Bmin|m.300 Bole|XP_014092541.1 Bzon|m.41972 Ccap|XP_004517955.1 Blat|m.37451 Btry|M.37451_R0
orth2590: Afra|m.21639 Aobl|m.12919 Asus|M.21639_R0 Bcor|m.21085 Bcur|XP_011191373.1 Bdor|XP_011197436.1 Bjar|m.15537 Blat|m.28590 Bmin|m.12294 Bole|XP_014085471.1 Btry|M.28590_R0 Bzon|m.47190 Ccap|XP_012162698.1
orth2591: Afra|m.21673 Aobl|m.4865 Asus|M.21673_R0 Bcor|m.21702 Bcur|XP_011189936.1 Bdor|XP_011208882.1 Bjar|m.6363 Blat|m.36495 Bmin|m.6509 Bole|XP_014090900.1 Btry|M.36494_R0 Bzon|m.25049 Ccap|XP_004523015.1
orth2592: Afra|m.21727 Aobl|m.2287 Asus|M.21727_R0 Bcor|m.9036 Bcur|XP_011185637.1 Bdor|XP_011211255.1 Bjar|m.2965 Blat|m.38917 Bmin|m.3394 Bole|XP_014088864.1 Btry|M.38917_R0 Bzon|m.43964 Ccap|XP_004537202.1
orth2593: Afra|m.21822 Aobl|m.15168 Asus|M.21822_R0 Bcor|m.9228 Bcur|XP_011189534.1 Bdor|XP_011208351.1 Bjar|m.7230 Blat|m.13845 Bmin|m.25353 Bole|XP_014092708.1 Btry|M.13845_R0 Bzon|m.48367 Ccap|XP_004518363.1
orth2595: Afra|m.21952 Aobl|m.18584 Asus|M.21952_R0 Bcor|m.16542 Bcur|XP_011197077.1 Bdor|XP_011210292.1 Bjar|m.5760 Blat|m.12441 Bmin|m.23681 Bole|XP_014088691.1 Btry|M.12441_R0 Bzon|m.23919 Ccap|XP_004536956.1
orth2596: Afra|m.2201 Aobl|m.18777 Asus|M.2201_R0 Bcor|m.35084 Bcur|XP_011180645.1 Bdor|XP_011209008.1 Bjar|m.23376 Blat|m.64896 Bmin|m.4129 Bole|XP_014089922.1 Btry|M.64896_R0 Bzon|m.20939 Ccap|XP_004525168.1
orth2598: Afra|m.22266 Aobl|m.13438 Asus|M.22266_R0 Bcor|m.43740 Bcur|XP_011184083.1 Bdor|XP_011203845.1 Bjar|m.12594 Blat|m.28423 Bmin|m.18329 Bole|XP_014091416.1 Btry|M.28423_R0 Bzon|m.31655 Ccap|XP_012162741.1
orth2600: Afra|m.22311 Aobl|m.12669 Asus|M.22311_R0 Bcor|m.28219 Bcur|XP_011189498.1 Bdor|XP_011214658.1 Bjar|m.9444 Blat|m.7233 Bmin|m.2994 Bole|XP_014096038.1 Btry|M.7233_R0 Bzon|m.22428 Ccap|XP_004518226.1
orth2608: Afra|m.22811 Aobl|m.27654 Asus|M.22811_R0 Bcor|m.46141 Bcur|XP_011189185.1 Bdor|XP_011197740.1 Bjar|m.15467 Blat|m.53308 Bmin|m.11034 Bole|XP_014103724.1 Btry|M.53308_R0 Bzon|m.21906 Ccap|XP_004525901.1
orth2609: Afra|m.22844 Aobl|m.18961 Asus|M.22844_R0 Bcor|m.41291 Bcur|XP_011184299.1 Bdor|XP_011198585.1 Bjar|m.17225 Blat|m.13711 Bmin|m.16862 Bole|XP_014089822.1 Btry|M.13711_R0 Bzon|m.31693 Ccap|XP_004530688.1
orth2610: Afra|m.22850 Aobl|m.25344 Asus|M.22850_R0 Bcor|m.2421 Bcur|XP_011189920.1 Bdor|XP_011205461.1 Bjar|m.15050 Blat|m.6203 Bmin|m.13174 Bole|XP_014087292.1 Btry|M.6203_R0 Ccap|XP_004520650.1 Bzon|m.12470
orth2612: Afra|m.23073 Aobl|m.8012 Asus|M.23073_R0 Bcor|m.33292 Bcur|XP_011182900.1 Bdor|XP_011204849.1 Bjar|m.22442 Blat|m.22557 Bmin|m.6771 Bole|XP_014094879.1 Btry|M.22557_R0 Bzon|m.54033 Ccap|XP_004535944.1
orth2613: Afra|m.23093 Aobl|m.10169 Asus|M.23093_R0 Bcor|m.18833 Bcur|XP_011183349.1 Bdor|XP_011206306.1 Bjar|m.3949 Blat|m.5463 Bmin|m.6442 Bole|XP_014085942.1 Btry|M.5463_R0 Bzon|m.7317 Ccap|XP_004527136.1
orth2615: Afra|m.2323 Aobl|m.22072 Asus|M.2323_R0 Bcor|m.1552 Bcur|XP_011188621.1 Bdor|XP_011214333.1 Bjar|m.10578 Blat|m.52528 Bmin|m.23840 Bole|XP_014100561.1 Btry|M.52528_R0 Bzon|m.44685 Ccap|XP_012154736.1
orth2616: Afra|m.23366 Aobl|m.20296 Asus|M.23366_R0 Bcor|m.11000 Bcur|XP_011197061.1 Bdor|XP_011208067.1 Bjar|m.25443 Blat|m.53258 Bmin|m.11003 Bole|XP_014089313.1 Btry|M.53258_R0 Bzon|m.18438 Ccap|XP_004522307.1
orth2617: Afra|m.23517 Aobl|m.12937 Asus|M.23517_R0 Bcor|m.16405 Bcur|XP_011192804.1 Bdor|XP_011198612.1 Bjar|m.21569 Blat|m.64662 Bmin|m.4808 Bole|XP_014089798.1 Btry|M.64662_R0 Bzon|m.22632 Ccap|XP_004530722.1
orth2620: Afra|m.23567 Aobl|m.19607 Asus|M.23567_R0 Bcor|m.43136 Bcur|XP_011186655.1 Bdor|XP_011212787.1 Bjar|m.16616 Blat|m.14103 Bmin|m.5727 Bole|XP_014094714.1 Btry|M.14103_R0 Bzon|m.10853 Ccap|XP_004524536.1
orth2621: Afra|m.23573 Aobl|m.10260 Asus|M.23573_R0 Bcor|m.3924 Bcur|XP_011177648.1 Bdor|XP_011205246.1 Bjar|m.4137 Blat|m.23022 Bmin|m.101 Bole|XP_014095483.1 Btry|M.23022_R0 Bzon|m.33690 Ccap|XP_004530949.1
orth2624: Afra|m.23700 Aobl|m.8447 Asus|M.23699_R0 Bcor|m.26532 Bcur|XP_011192428.1 Bdor|XP_011197537.1 Bjar|m.5590 Blat|m.1001 Bmin|m.3148 Bole|XP_014103283.1 Btry|M.1001_R0 Bzon|m.52317 Ccap|XP_004537785.1
orth2626: Afra|m.23782 Aobl|m.21011 Asus|M.23782_R0 Bcor|m.31527 Bcur|XP_011190956.1 Bdor|XP_011209504.1 Bjar|m.19118 Blat|m.58536 Bmin|m.9139 Bole|XP_014085487.1 Btry|M.58536_R0 Bzon|m.45407 Ccap|XP_004518002.1
orth2627: Afra|m.238 Aobl|m.5162 Asus|M.238_R0 Bcor|m.44881 Bcur|XP_011190155.1 Bdor|XP_011213270.1 Bjar|m.21545 Blat|m.10455 Bmin|m.6061 Bole|XP_014090936.1 Btry|M.10453_R0 Bzon|m.49414 Ccap|XP_004537739.2
orth2628: Afra|m.23967 Aobl|m.3635 Asus|M.23967_R0 Bcor|m.11543 Bcur|XP_011182923.1 Bdor|XP_011204868.1 Bjar|m.27678 Blat|m.60404 Bmin|m.8818 Bole|XP_014094894.1 Btry|M.60404_R0 Bzon|m.43162 Ccap|XP_004535933.1
orth2629: Afra|m.23986 Aobl|m.14805 Asus|M.23986_R0 Bcor|m.40717 Bcur|XP_011177836.1 Bdor|XP_011208770.1 Bjar|m.10370 Blat|m.47136 Bmin|m.10389 Bole|XP_014103654.1 Btry|M.47136_R0 Bzon|m.39432 Ccap|XP_004537576.1
orth2631: Afra|m.24086 Aobl|m.11897 Asus|M.24086_R0 Bcor|m.14228 Bcur|XP_011188345.1 Bdor|XP_011200217.1 Bjar|m.21006 Blat|m.26567 Bmin|m.24815 Bole|XP_014093740.1 Btry|M.26567_R0 Bzon|m.26602 Ccap|XP_004531613.1
orth2635: Afra|m.24142 Aobl|m.25298 Asus|M.24142_R0 Bcor|m.10429 Bcur|XP_011186348.1 Bdor|XP_011202952.1 Bjar|m.22161 Blat|m.54278 Bmin|m.7592 Bole|XP_014097821.1 Btry|M.54279_R0 Bzon|m.46769 Ccap|XP_004518684.1
orth2637: Afra|m.24221 Aobl|m.5767 Asus|M.24221_R0 Bcor|m.17895 Bcur|XP_011196265.1 Bdor|XP_011198656.1 Bjar|m.19056 Blat|m.14415 Bmin|m.19368 Bole|XP_014102428.1 Btry|M.14415_R0 Bzon|m.46640 Ccap|XP_004537503.1
orth2641: Afra|m.2448 Aobl|m.19539 Asus|M.2447_R0 Bcor|m.2072 Bcur|XP_011189943.1 Bdor|XP_011205433.1 Bjar|m.8846 Blat|m.37099 Bmin|m.7271 Bole|XP_014087301.1 Btry|M.37099_R0 Bzon|m.2550 Ccap|XP_012154792.1
orth2645: Afra|m.24694 Aobl|m.24074 Asus|M.24694_R0 Bcor|m.33817 Bcur|XP_011191223.1 Bdor|XP_011213188.1 Bjar|m.27251 Blat|m.60460 Bmin|m.23467 Bole|XP_014096778.1 Btry|M.60460_R0 Bzon|m.44246 Ccap|XP_004519608.1
orth2647: Afra|m.24735 Aobl|m.18506 Asus|M.24735_R0 Bcor|m.47242 Bcur|XP_011180507.1 Bdor|XP_011210788.1 Bjar|m.22033 Blat|m.60753 Bmin|m.24224 Bole|XP_014093345.1 Btry|M.60753_R0 Bzon|m.32934 Ccap|XP_004530816.1
orth2648: Afra|m.24759 Aobl|m.21627 Asus|M.24759_R0 Bcor|m.15078 Bcur|XP_011194927.1 Bdor|XP_011204551.1 Bjar|m.8876 Blat|m.13734 Bmin|m.7534 Bole|XP_014095555.1 Btry|M.13739_R0 Bzon|m.6321 Ccap|XP_004529414.1
orth2650: Afra|m.24860 Aobl|m.19026 Asus|M.24860_R0 Bcor|m.3749 Bcur|XP_011188402.1 Bdor|XP_011202029.1 Bjar|m.23874 Blat|m.30962 Bmin|m.2781 Bole|XP_014086543.1 Btry|M.30962_R0 Bzon|m.11364 Ccap|XP_012158254.1
orth2651: Afra|m.24943 Aobl|m.19118 Asus|M.24943_R0 Bcor|m.34311 Bcur|XP_011195967.1 Bdor|XP_011207360.1 Bjar|m.18195 Blat|m.17140 Bmin|m.17079 Bole|XP_014100719.1 Btry|M.17140_R0 Bzon|m.14843 Ccap|XP_004525460.1
orth2652: Afra|m.24959 Aobl|m.22432 Asus|M.24958_R0 Bcor|m.21468 Bcur|XP_011176748.1 Bdor|XP_011211960.1 Bjar|m.17288 Blat|m.26397 Bmin|m.22162 Bole|XP_014086599.1 Btry|M.26397_R0 Bzon|m.25688 Ccap|XP_012156254.1
orth2656: Afra|m.25061 Aobl|m.11557 Asus|M.25061_R0 Bcor|m.34804 Bcur|XP_011183218.1 Bdor|XP_011209373.1 Bjar|m.7668 Blat|m.49955 Bmin|m.17120 Bole|XP_014089712.1 Btry|M.49955_R0 Bzon|m.10758 Ccap|XP_012161540.1
orth2657: Afra|m.25089 Aobl|m.23148 Asus|M.25089_R0 Bcor|m.41400 Bcur|XP_011177898.1 Bdor|XP_011208831.1 Bjar|m.16587 Blat|m.38382 Bmin|m.15158 Bole|XP_014103646.1 Btry|M.38382_R0 Bzon|m.11586 Ccap|XP_012162224.1
orth2658: Afra|m.25171 Aobl|m.26329 Asus|M.25171_R0 Bcor|m.10905 Bcur|XP_011180519.1 Bdor|XP_011210781.1 Bjar|m.11776 Blat|m.44294 Bmin|m.10580 Bole|XP_014093353.1 Btry|M.44294_R0 Bzon|m.10083 Ccap|XP_004530809.1
orth2662: Afra|m.25445 Aobl|m.19113 Asus|M.25445_R0 Bcor|m.2211 Bcur|XP_011195975.1 Bdor|XP_011205142.1 Bjar|m.20979 Blat|m.16995 Bmin|m.18588 Bole|XP_014100305.1 Btry|M.16995_R0 Bzon|m.24358 Ccap|XP_004525470.1
orth2663: Afra|m.25500 Aobl|m.14407 Asus|M.25500_R0 Bcor|m.27070 Bcur|XP_011195997.1 Bdor|XP_011204764.1 Bjar|m.5919 Blat|m.32768 Bmin|m.17459 Bole|XP_014086303.1 Btry|M.32768_R0 Bzon|m.50238 Ccap|XP_012155691.1
orth2664: Afra|m.25541 Aobl|m.17442 Asus|M.25541_R0 Bcor|m.4034 Bcur|XP_011193125.1 Bdor|XP_011204049.1 Bjar|m.6568 Blat|m.32160 Bmin|m.5226 Bole|XP_014085907.1 Btry|M.32160_R0 Bzon|m.18342 Ccap|XP_004523097.1
orth2666: Afra|m.25614 Aobl|m.18822 Asus|M.25614_R0 Bcor|m.50203 Bcur|XP_011187292.1 Bdor|XP_011213887.1 Bjar|m.9201 Blat|m.19928 Bmin|m.5678 Bole|XP_014090183.1 Btry|M.19928_R0 Bzon|m.40036 Ccap|XP_004525062.1
orth2668: Afra|m.25667 Aobl|m.9043 Asus|M.25667_R0 Bcor|m.27120 Bcur|XP_011187017.1 Bdor|XP_011197727.1 Bjar|m.13404 Blat|m.8591 Bmin|m.12198 Bole|XP_014095905.1 Btry|M.8589_R0 Bzon|m.8815 Ccap|XP_004525072.1
orth2669: Afra|m.25700 Aobl|m.22800 Asus|M.25700_R0 Bcor|m.5757 Bcur|XP_011188631.1 Bdor|XP_011214344.1 Bjar|m.10179 Blat|m.42239 Bmin|m.10378 Bole|XP_014100415.1 Btry|M.42239_R0 Bzon|m.6912 Ccap|XP_004520588.1
orth2670: Afra|m.25817 Aobl|m.11977 Asus|M.25817_R0 Bcor|m.28572 Bcur|XP_011185920.1 Bdor|XP_011213565.1 Bjar|m.9812 Blat|m.38689 Bmin|m.5652 Bole|XP_014088169.1 Btry|M.38689_R0 Bzon|m.22483 Ccap|XP_004523555.1
orth2672: Afra|m.25864 Aobl|m.4673 Asus|M.25864_R0 Bcor|m.45194 Bcur|XP_011183208.1 Bdor|XP_011209380.1 Bjar|m.3250 Blat|m.20190 Bmin|m.7706 Bole|XP_014089670.1 Btry|M.20190_R0 Bzon|m.23883 Ccap|XP_004536153.1
